종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"185680","KODEX 미국S&P바이오(합성)","37775","-680","-1.77","38243.98","37870","38065","37775","3701","140372936","19907425000","0","527000","S&P Biotechnology Select Industry Index","9624.25","0.00","0.00"
"0028X0","KODEX 미국금융테크액티브","10785","-465","-4.13","10816.51","10805","10815","10750","23818","256942349","17256000000","0","1600000","iSelect 미국 차세대 파이낸셜 테크 지수(시장가격)","1063.48","7.78","0.74"
"379810","KODEX 미국나스닥100","23620","-510","-2.11","23689.83","23700","23725","23590","5025146","118868079691","5215296000000","0","220800000","NASDAQ 100","24732.73","45.12","0.18"
"449190","KODEX 미국나스닥100(H)","18765","-485","-2.52","18818.33","18865","18897","18765","642611","12100810361","486951750000","0","25950000","NASDAQ 100","24732.73","45.12","0.18"
"494300","KODEX 미국나스닥100데일리커버드콜OTM","9675","-190","-1.93","9665.20","9750","9755","9660","1675115","16220450631","578565000000","0","59800000","NASDAQ-100 Daily Covered Call 101 Index(TR)","298.91","0.90","0.30"
"409820","KODEX 미국나스닥100레버리지(합성 H)","14685","-755","-4.89","14770.39","14785","14885","14685","327432","4839267553","196779000000","0","13400000","NASDAQ 100","24732.73","45.12","0.18"
"304940","KODEX 미국나스닥100선물(H)","27430","-710","-2.52","27529.53","27585","27620","27430","23992","660124039","106977000000","0","3900000","NASDAQ 100","24732.73","45.12","0.18"
"409810","KODEX 미국나스닥100선물인버스(H)","6645","215","3.34","6587.15","6550","6645","6545","314248","2072942708","28905750000","0","4350000","NASDAQ 100","24732.73","45.12","0.18"
"411420","KODEX 미국나스닥AI테크액티브","21515","-335","-1.53","21409.10","21760","21760","21400","31993","687439694","105423500000","0","4900000","Nasdaq CB Insights Metaverse US Index (Price Return)","1713.42","-5.61","-0.33"
"455030","KODEX 미국달러SOFR금리액티브(합성)","12410","25","0.20","12421.36","12385","12425","12370","120183","1491122424","632785900000","0","50990000","Bloomberg SOFR Daily Total Return Index","123.20","0.01","0.01"
"261240","KODEX 미국달러선물","14680","25","0.17","14703.21","14765","14765","14630","63720","935371126","70464000000","0","4800000","미국달러선물지수","1611.88","4.47","0.28"
"261250","KODEX 미국달러선물레버리지","17225","120","0.70","17245.05","17145","17225","17100","71463","1227375265","36689250000","0","2130000","미국달러선물지수","1611.88","4.47","0.28"
"261270","KODEX 미국달러선물인버스","7755","-10","-0.13","7756.54","7765","7785","7750","56080","435386188","70570500000","0","9100000","미국달러선물지수","1611.88","4.47","0.28"
"261260","KODEX 미국달러선물인버스2X","4970","-25","-0.50","4982.62","5000","5010","4970","171115","853173357","250736500000","0","50450000","미국달러선물지수","1611.88","4.47","0.28"
"0144M0","KODEX 미국드론UAM TOP10","8995","-120","-1.32","8985.49","8950","9025","8940","109895","987312994","32382000000","0","3600000","iSelect 미국드론UAM TOP10 지수(Price Return)","4813.23","60.88","1.28"
"280930","KODEX 미국러셀2000(H)","14985","-435","-2.82","15041.15","15050","15075","14985","32086","482388833","33716250000","0","2250000","FTSE Russell 2000 Index","2646.70","30.87","1.18"
"0048J0","KODEX 미국머니마켓액티브","14485","60","0.42","14476.11","14435","14485","14425","603391","8726741728","594594765000","0","41049000","KAP 미국 머니마켓 지수","148.20","0.57","0.39"
"390390","KODEX 미국반도체","40220","-785","-1.91","40084.98","40365","40550","39965","334865","13525235479","872774000000","0","21700000","MVIS US Listed Semiconductor 25 Index","12281.18","49.74","0.41"
"489250","KODEX 미국배당다우존스","12420","-110","-0.88","12373.99","12425","12505","12330","423162","5255878977","424764000000","0","34200000","Dow Jones U.S. Dividend 100 Price Return Index","6682.98","52.78","0.80"
"483290","KODEX 미국배당다우존스타겟커버드콜","10570","-105","-0.98","10581.68","10550","10615","10550","153403","1624678862","158550000000","0","15000000","Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return)","541.31","4.89","0.91"
"441640","KODEX 미국배당커버드콜액티브","12840","-155","-1.19","12800.66","12805","12880","12780","1683491","21585016526","1342422000000","0","104550000","S&P 500","6836.17","3.41","0.05"
"352560","KODEX 미국부동산리츠(H)","12020","-65","-0.54","12071.61","12020","12060","12010","36449","438755072","31853000000","0","2650000","Dow Jones U.S. Real Estate PR Index","381.61","5.32","1.41"
"314250","KODEX 미국빅테크10(H)","48380","-1760","-3.51","48689.79","49030","49030","48380","86204","4192037420","615393600000","0","12720000","NYSE U.S. Big TECH 10 INDEX","14208.11","-51.86","-0.36"
"473460","KODEX 미국서학개미","21535","-635","-2.86","21654.85","21735","21740","21535","128558","2777378681","282108500000","0","13100000","iSelect 서학개미 지수(PR)","5620.93","-4.11","-0.07"
"0144L0","KODEX 미국성장커버드콜액티브","9390","-135","-1.42","9334.14","9330","9475","9310","871793","8179087207","292968000000","0","31200000","NASDAQ 100","24732.73","45.12","0.18"
"390400","KODEX 미국스마트모빌리티S&P","7220","-190","-2.56","7269.24","7285","7285","7150","2325","16710775","8664000000","0","1200000","S&P Kensho Smart Transportation","208.40","2.86","1.39"
"0132H0","KODEX 미국원자력SMR","10850","-265","-2.38","10801.74","10880","10880","10735","263107","2846255057","94937500000","0","8750000","iSelect 미국원자력SMR 지수(Price Return)","11223.50","99.92","0.90"
"437080","KODEX 미국종합채권ESG액티브(H)","101410","195","0.19","101580.43","101620","101650","101380","36936","3747325120","363047800000","0","3580000","Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return)","129.25","0.24","0.18"
"419420","KODEX 미국클린에너지나스닥","9300","-345","-3.58","9401.21","9460","9460","9300","4234","39637044","13950000000","0","1500000","Nasdaq Clean Edge Green Energy Index (Price Return)","661.89","17.94","2.79"
"491090","KODEX 미국테크TOP3플러스","15755","-405","-2.51","15831.93","15875","15875","15690","164503","2599859563","29934500000","0","1900000","KEDI 미국테크TOP3플러스 지수(Price Return)","7056.01","0.00","0.00"
"0038A0","KODEX 미국휴머노이드로봇","15695","-340","-2.12","15806.77","15735","15780","15660","532955","8381046588","337442500000","0","21500000","iSelect 미국 휴머노이드 로봇 지수(Price Return)","10072.90","32.46","0.32"
"244580","KODEX 바이오","12970","-185","-1.41","12975.44","13045","13125","12880","833376","10815137005","314392800000","0","24240000","FnGuide 바이오 지수","4509.70","-78.16","-1.70"
"091160","KODEX 반도체","88745","-655","-0.73","88562.67","88300","89800","88060","3819770","340071253783","3319063000000","0","37400000","KRX 반도체","9239.16","-148.11","-1.58"
"494310","KODEX 반도체레버리지","57730","-750","-1.28","57816.03","57495","59240","56805","3619567","210373462505","949658500000","0","16450000","KRX 반도체","9239.16","-148.11","-1.58"
"325020","KODEX 배당가치","26320","60","0.23","26251.22","26365","26620","26090","34295","904596059","171080000000","0","6500000","FnGuide SLV 배당가치 지수","3115.13","-9.07","-0.29"
"244670","KODEX 밸류Plus","12750","60","0.47","12741.68","12700","12820","12550","10830","137350807","7650000000","0","600000","FnGuide 벨류 Plus 지수","2526.42","0.04","0.00"
"140700","KODEX 보험","16080","90","0.56","16036.57","16120","16505","15810","677269","10935873569","51456000000","0","3200000","KRX 보험","3341.77","3.57","0.11"
"102780","KODEX 삼성그룹","17975","-115","-0.64","17972.75","18090","18220","17915","1069777","19349421960","2460777500000","0","136900000","삼성그룹","17945.33","-178.69","-0.99"
"213610","KODEX 삼성그룹밸류","16850","-25","-0.15","16827.26","16910","17030","16755","50420","852371875","294875000000","0","17500000","WISE 삼성그룹 밸류 인덱스","16662.10","-104.05","-0.62"
"448330","KODEX 삼성전자채권혼합","15125","75","0.50","15123.24","15045","15215","15045","2966641","44904684123","726000000000","0","48000000","Wise 삼성전자채권혼합 지수","2268.04","12.84","0.57"
"325010","KODEX 성장주","31780","-130","-0.41","31786.60","31920","32230","31640","7445","237366965","155722000000","0","4900000","FnGuide 성장 지수(PR)","9018.16","-66.45","-0.73"
"385510","KODEX 신재생에너지액티브","36990","-665","-1.77","36916.99","37090","37430","36475","116053","4292440753","186799500000","0","5050000","FnGuide K-신재생에너지 플러스 지수","2809.91","-62.29","-2.17"
"446690","KODEX 아시아AI반도체exChina액티브","39705","-30","-0.08","39869.33","39735","40095","39625","5589","222883350","21837750000","0","550000","iSelect 아시아반도체 제조동맹 지수(시장가격)","8131.87","-103.67","-1.26"
"437070","KODEX 아시아달러채권ESG플러스액티브","63960","360","0.57","63892.16","63910","64035","63830","1402","89579675","40422720000","0","632000","Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)","120.05","0.17","0.14"
"117460","KODEX 에너지화학","15495","-260","-1.65","15492.19","15625","15720","15450","71072","1108503812","33624150000","0","2170000","KRX 에너지화학","3087.66","-64.80","-2.06"
"275300","KODEX 우량주","21260","100","0.47","21212.10","21160","21500","21160","20787","443663180","31890000000","0","1500000","MSCI Korea IMI Quality Capped","12482.45","-48.52","-0.39"
"140710","KODEX 운송","7200","-30","-0.41","7179.05","7155","7275","7105","139997","1007340486","16560000000","0","2300000","KRX 운송","1454.49","-15.25","-1.04"
"395150","KODEX 웹툰&드라마","3105","-80","-2.51","3093.89","3185","3185","3085","145442","455050200","12420000000","0","4000000","FnGuide 웹툰&드라마 지수","468.82","-16.68","-3.44"
"456250","KODEX 유럽명품TOP10 STOXX","10625","150","1.43","10684.60","10480","10640","10480","9107","96495888","13281250000","0","1250000","STOXX Europe Luxury 10 Index(Price Return)","3496.81","-46.61","-1.32"
"400570","KODEX 유럽탄소배출권선물ICE(H)","10125","-770","-7.07","10026.16","10180","10185","10060","71363","720966612","17415000000","0","1720000","ICE EUA Carbon Futures Index(Excess Return)","1139.29","-29.98","-2.56"
"144600","KODEX 은선물(H)","12735","-1200","-8.61","12867.48","12520","12940","12455","14132009","179519427056","1510371000000","0","118600000","S&P GSCI Silver Index(TR)","2366.12","0.00","0.00"
"091170","KODEX 은행","17015","-235","-1.36","16957.40","17305","17550","16875","3098940","53228113871","524912750000","0","30850000","KRX 은행","1752.67","-22.99","-1.29"
"453810","KODEX 인도Nifty50","13765","-185","-1.33","13869.34","13920","13920","13745","180900","2500507064","421209000000","0","30600000","Nifty 50 Index","25471.10","-336.10","-1.30"
"453820","KODEX 인도Nifty50레버리지(합성)","16110","-330","-2.01","16236.83","16730","16730","16045","6794","109484305","20943000000","0","1300000","Nifty 50 Index","25471.10","-336.10","-1.30"
"0000H0","KODEX 인도Nifty미드캡100","10910","-140","-1.27","10998.76","11100","11100","10835","4465","48833335","15819500000","0","1450000","Nifty Midcap 100 Index(PR)","59438.00","-1032.85","-1.71"
"477730","KODEX 인도타타그룹","8685","-115","-1.31","8765.83","8805","8805","8615","12312","107193909","30831750000","0","3550000","Nifty India Corporate Group Index - Tata Group 25% Cap(PR)","15018.40","-277.35","-1.81"
"114800","KODEX 인버스","1778","1","0.06","1782.81","1784","1791","1752","252660212","447814950479","885977400000","0","498300000","코스피 200 선물지수","4011.56","-9.11","-0.23"
"101280","KODEX 일본TOPIX100","30450","-530","-1.71","30354.28","30970","30970","30365","41852","1276017121","64554000000","0","2120000","TOPIX100","2602.13","-41.17","-1.56"
"352540","KODEX 일본부동산리츠(H)","12615","-135","-1.06","12616.23","12750","12750","12605","89643","1132820384","56767500000","0","4500000","Tokyo Stock Exchange REIT Index","1980.04","-20.11","-1.01"
"091180","KODEX 자동차","32615","-315","-0.96","32529.86","32735","32970","32435","972546","31783558761","632731000000","0","19400000","KRX 자동차","3318.74","-55.30","-1.64"
"385520","KODEX 자율주행액티브","14440","-210","-1.43","14395.93","14585","14635","14350","26280","379584340","33212000000","0","2300000","FnGuide K-미래차 지수","2675.40","-71.23","-2.59"
"363570","KODEX 장기종합채권(AA-이상)액티브","93800","435","0.47","93772.18","93835","93945","93650","10918","1024628020","299878600000","0","3197000","KAP 한국장기종합채권지수(AA-이상, 총수익)","302.08","1.63","0.54"
"273130","KODEX 종합채권(AA-이상)액티브","113515","290","0.26","113446.92","113385","113550","113330","47201","5356277348","3725221755000","0","32817000","KAP 한국종합채권지수","266.94","0.80","0.30"
"0153K0","KODEX 주주환원고배당주","12400","155","1.27","12358.16","12355","12577","12255","2488484","30925976745","138880000000","0","11200000","Akros 주주환원 고배당 지수 (Price Return)","3396.24","37.98","1.13"
"102970","KODEX 증권","26615","2020","8.21","26550.60","25480","27450","24880","12543406","330474834635","786473250000","0","29550000","KRX 증권","2666.00","210.26","8.56"
"419430","KODEX 차이나2차전지MSCI(합성)","11205","-275","-2.40","11349.56","11475","11475","11205","4436","50300365","36976500000","0","3300000","MSCI China all shares IMI Select Batteries Index(Price Return)","2590.79","-67.94","-2.56"
"169950","KODEX 차이나A50","25600","-305","-1.18","25691.65","25900","25900","25600","2684","68897457","23040000000","0","900000","FTSE China A50 Index","14745.08","-189.37","-1.27"
"428510","KODEX 차이나AI테크액티브","19015","120","0.64","19123.68","18845","19245","18800","36874","701172174","38980750000","0","2050000","Bloomberg China Media & Tech Index PR","2221.01","-32.35","-1.44"
"283580","KODEX 차이나CSI300","15690","-140","-0.88","15702.26","15805","15835","15670","159504","2512914689","275359500000","0","17550000","CSI 300 Index","4660.41","-59.17","-1.25"
"099140","KODEX 차이나H","23890","-340","-1.40","23943.06","24145","24145","23635","11195","267069509","44196500000","0","1850000","Hang Seng China H","9015.47","-159.71","-1.74"
"204450","KODEX 차이나H레버리지(H)","2800","-100","-3.45","2807.35","2875","2875","2770","192005","538618867","37800000000","0","13500000","Hang Seng China H","9015.47","-159.71","-1.74"
"415340","KODEX 차이나과창판STAR50(합성)","12840","-30","-0.23","12920.89","12845","13000","12840","13423","173315040","25808400000","0","2010000","STAR 50 Index(Price Return)","1470.33","-10.67","-0.72"
